Rank,Title,Citations,Year,URL,Description
40,Components of assessments and grading at scale,14,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:g5m5HwL7SMYC,"One of the major criticisms of efforts towards offering education at scale has been the Trap of Routine Assessment, the risk that student assessment will suffer from becoming excessively simplified in service of automation and scale. In this research, we examine the ways that students in an at-scale graduate program in computer science were assessed during their degrees. The program in question has scaled to over 10,000 students in only a few years, but awards a traditional Master's degree, providing the opportunity to investigate whether scale was achieved by transitioning to more routine assessment or by bringing scale to traditional strategies. To do this, we investigate the syllabi of 52 classes offered through the program to identify the types of assessments used, and we survey teaching teams for their approaches to evaluating these assessments. We merge this data with historical enrollment data to gain an …"
41,Anonymity: A double-edged sword for gender equity in a cs1 forum?,13,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:rO6llkc54NcC,"The term ""double-edged sword"" refers to something that may have both favorable and unfavorable consequences. We posit that allowing students to post anonymously in a CS course forum may fit this metaphor with regard to gender and belongingness. In this work, we test a theory that patterns of anonymous posting in a course forum for a CS1 class may reinforce gender stereotypes even as the underlying patterns of interaction debunk those stereotypes. We examine forum interactions from a CS1 class with an even gender split and find that women engage in anonymous posting more often than men; thus, a student's view of the class's gender distribution is different from the actual distribution. We hypothesize this is a missed opportunity to combat stereotypes of gender in computer science. Possible solutions and further work are discussed."
42,"Teaching at scale: Improving access, outcomes, and impact through digital instruction",12,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:pyW8ca7W8N0C,"Teaching at Scale explores the characteristics and parameters of large-scale online learning by identifying, in its perceived drawbacks, a wealth of educational opportunities in disguise. Scalable learning platforms have exploded in popularity over recent years, with MOOCS (massive open online courses), online degree programs, informal learning communities, and alternative credentials all drawing significant enrollments. But, as many educators are asking, are the challenges to delivering education at scale too great and the compromises too many? This book guides instructors to leverage their complex responsibilities—open-ended assessments at scale, individuated feedback to students, academic integrity in less controlled environments, and more—into significant assets. Informed by real-world institutional experience as well as key research in cognitive science and the learning sciences, each chapter …"
43,"Meet Me in the Middle: Retention in a ""MOOC-Based"" Degree Program.",12,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:dfsIfKJdRG4C,"""MOOC-based"" degrees are degree programs often offered in partnership with MOOC providers that provide the flexibility and scale of MOOCs while also awarding accredited degrees. This positioning between MOOCs and degrees raises interesting questions regarding retention: MOOCs are famous for their low completion rates, but accredited degree programs often strive for high retention rates. This paper aims to answer the broad question: what does retention look like in a ""MOOC-based"" degree program? To answer this question, we analyze retention at two levels: first at the program level, then at the course level. We find that retention is far higher than in MOOCs, but notably lower than in traditional in-person programs, both when looking at the program as a whole and at individual courses. We provide discuss several hypotheses for this phenomenon, as well as implications for program evaluation and course …"
44,Connecting the Visible to the Invisible: Helping Middle School Students Understand Complex Ecosystem Processes.,12,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:UeHWp8X0CEIC,"Learning about ecosystems is challenging because, like any complex system, they are simultaneously multidimensional and dynamic. Often, learners engage only with the visible components of an ecosystem and draw either single or linear causal connections between components. In this study, we explored how using a Structure-Behavior-Function framework supported middle school students’ conceptual and complex reasoning about the visible and invisible components of an ecosystem. Research shows that learners often engage only with the visible components of an ecosystem and draw linear/single causal connections between the components of the ecosystem. Our findings suggest that a combination of using structure, behavior, and function approach along with a set of carefully designed technology tools can push the students toward a better understanding of the ecosystem functioning. The results show that along with the visible components of the ecosystem, students have started to identify the invisible components of the ecosystem."
45,Learning functional models of aquaria: The ACT project on ecosystem learning in middle school science,11,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:YsMSGLbcyi4C,"The ACT project is an ongoing collaboration among learning, cognitive, computing and biological scientists at Georgia Institute of Technology and Rutgers University, focusing on learning functional models of ecosystems in middle school science. In particular, ACT (for Aquarium Construction Toolkit) is an interactive learning environment for stimulating and scaffolding construction of Structure-Behavior-Function (SBF) models to reason about classroom aquaria. Initial results from deployment of ACT in several classrooms with a few hundred middle school children indicate statistically significant improvement in identification of the structure, behaviors and functions of classroom aquaria as well as appropriation of SBF modeling by some middle school teachers for modeling other natural systems. In this article, we summarize and review the main results from ACT on learning about SBF models of ecosystems in middle …"
46,Learning functional and causal abstractions of classroom aquaria,11,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:u-x6o8ySG0sC,"Structure-Behavior-Function (SBF) models of complex systems use functions as abstractions to organize knowledge of structural components and causal processes in a system. We describe an interactive learning environment called ACT (Aquarium Construction Toolkit) for constructing simple SBF models of classroom aquaria, and report on a case study on the use of SBF thinking and the ACT tool in middle school science classes. We present initial data indicating that SBF thinking supported in part by the ACT tool leads to enhanced understanding of functions and behaviors of aquaria."
47,"Ten years, ten trends: The first decade of an affordable at-scale degree",10,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:WbkHhVStYXYC,"Ten years ago in 2014 saw the launch of the first in what would become a trend to launch online, at-scale degree programs (mostly at the graduate level) by leveraging MOOC pedagogies and platforms. Using publicly-available data, this paper describes ten trends that characterize the first decade of one such program in computer science in order to assess the audience and performance of students who elect to enroll in such programs. Past research has found that students in these programs tend to enroll in large part because they do not have other options for rigorous, respected credentials that fit into their professional and personal lives; this study unpacks many of these trends. Specifically, this study finds that the fraction of women enrolling in the program has steadily increased over time, that the gender discrepancy can be partially explained by underlying differences in women in CS across different …"
48,"Open, collaborative, and AI-augmented peer assessment: Student participation, performance, and perceptions",9,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:Tiz5es2fbqcC,"Research consistently shows that peer assessment affects student achievement and attitudes across various subjects and contexts. However, most studies have focused on anonymous peer assessments in small, one-time, and non-iterative settings. This large-scale longitudinal study explores the effects of open, collaborative, and AI-augmented peer assessment in a large online graduate course with 1,636 students across 12 semesters from 2018 to 2022. The research investigated how different groups of students participated in the peer assessment in an online graduate computer science class. We also explored how their participation influenced their learning performance and their perceptions. Key findings reveal that students' age and gender significantly affect engagement levels and the perception of peer assessment effectiveness. They also provide new insights into the positive relationship between …"
49,Teaching at Scale and Back Again: The Impact of Instructors' Participation in At-Scale Education Initiatives on Traditional Instruction,9,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:P5F9QuxV20EC,"Proponents of at-scale education initiatives often tout the benefits of these programs to the students who enroll in them, but anecdotally, faculty who participate in creating at-scale courses have often commented on how their participation positively impacted their subsequent in-person teaching. In this study, we investigate this potential phenomenon more thoroughly to assess how generalizable this perspective is among participants in these initiatives. We conduct three studies: we interview 78 faculty teaching in at-scale degree programs, examine offering histories for 70 courses offered in one such program, and survey 153 faculty who have developed massive open online courses. Based on these three studies, we propose a list of ways in which in-person instruction benefits from the existence of at-scale teaching initiatives. We further discuss remaining perceived drawbacks of at-scale education as derived from …"
50,Towards a Pedagogical Framework for Designing and Developing iTextbooks.,9,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:D03iK_w7-QYC,"Research studies on e-texts have focused on how various interactive features could be useful for engaging students with content during the learning process. As more and more interactive and intelligent components are available for embedding within e-texts, these smart e-texts, or iTextbooks, are no longer just digital textbooks with a few add-ons or tools to help students read. Instead, they should be viewed as a learning platform in their own right. This emerging trend demands a framework that provides guidance on how to design and develop the platform so that these components can be effectively integrated to create an interactive and intelligent environment for students to learn beyond reading text. In this paper, we propose a pedagogical framework for designing and developing iTextbooks as a learning platform, providing students with a visual, adaptive, personalized, and collaborative learning environment. We also present three case studies and one recommendation to demonstrate how to build iTextbooks as a learning platform with four learning strategies. Finally, we discuss how to use the framework to guide the directions of future work."
