Rank,Title,Citations,Year,URL,Description
37,Integrating User-Centered Design (UCD) Into Computer Science Curricula to Support Gender Diversity,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:738O_yMBCRsC,"This research full paper examines the role of undergraduate computing curricula in shaping students' experiences and well-being when User-Centered Design (UCD) principles are incorporated. Previous studies indicate that UCD-focused curricula can enhance diversity in computing by attracting and retaining women. However, Computer Science (CS) programs often limit humancomputer interaction (HCI) and UCD topics to upperlevel courses, overlooking their benefits in fostering soft skills and supportive student communities. We surveyed 279 undergraduate students from two computingrelated majors at a large Southeastern institution in the United States. One major (Computational MediaCM) explicitly integrates computing with media and communication, while the other (Computer Science-CS) does not. Data was collected via an online questionnaire at the end of Spring 2024, featuring the Clance Impostor …"
38,WIP: Exploring Student-Created AI Agents and Instructional Videos to Foster Engagement in Computing Education,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:WbkHhVStYXYC,"This work-in-progress (WIP) research-to-practice study examines the use of student-created artifacts to promote active learning in a large undergraduate Software Design and Engineering (SWE) course. Active learning strategies have been shown to significantly enhance student engagement, comprehension, and motivation, particularly in computing education. In this work, we explore the use of student-created artifacts to foster student engagement in higher-level Computer Science (CS) courses. Specifically, we examine the experiences of undergraduate and graduate CS students who participated in the creation of two types of artifacts: instructional video tutorials and conver-sational AI agents. The goal being to understand how designing these artifacts could support students in applying and learning course content. Students raised valuable insights regarding both experiences. Concerning the creation of …"
39,Small @ Scale: Client-Oriented Peer Mentorship for Large Classes in Software Design and Engineering,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:XiSMed-E-HIC,"Large computing courses pose challenging scenarios for active learning and personalized student support in computer science education (CS Ed), especially in courses on software design and engineering (SWE). Generally, these courses have students face teamwork requirements and communication needs, in addition to new technologies they learn and work with while following a software process with new time and deliverables constraints. We present insights from a client-oriented peer mentorship plan we designed and used to foster college CS students' learning in a large introductory SWE course, with undergraduate teaching assistants (TAs) serving as mentors and project clients. We report on students (n=789) and mentor TAs (n=37) from the first (Spring) and last (Fall) semesters of 2024, reporting on their perceptions of learning. The mentorship plan was introduced in the first semester (Spring) of 2024 …"
40,Should I Submit or Should I Not? Exploring the Effects of Mandatory vs. Voluntary Tasks on Student Engagement in Computing Education,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:OU6Ihb5iCvQC,"Active learning has been found to increase student performance, particularly in science, technology, engineering, and mathematics (STEM) disciplines . However, adopting active learning in large courses is challenging, especially in scenarios involving hundreds of students in the same classroom. The larger the class, the more challenging it is to navigate and support students’ critical thinking skills and study habits. This limits effective follow-ups on students’ learning processes and forces instruction to rely heavily on automated methods based on standardized summative assessments and strategies that focus arguably more on grading than learning [, ]. Due to the current scale of large courses in computer science and the ease of access required, instructors are asked to rely on methods that are easy to design and implement, one being the use of study sheets to support student preparation for tests.This poster …"
41,Exploring Community Perceptions and Experiences Towards Academic Dishonesty in Computing Education,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:uWQEDVKXjbEC,"This poster reports on the differences in perceptions concerning academic dishonesty and the misuse of resources in college from the perspectives of students, teaching assistants (TAs), and instructors in Computer Science (CS). Dishonesty has been a topic of interest in the CS education community, with efforts addressing how to detect and prevent it [, , , , ]. With the presence of generative artificial intelligence (AI) and its increased use in recent years, studying all actors’ perspectives on dishonesty in regard to generative AI becomes critical to promote guidelines and strategies for curricular design in CS [, ], aligning those who teach and those who learn towards a common ethical ground. This led us to explore the following research questions with a specific emphasis on artificial intelligence in mind:(1)RQ1: How do students, instructors, and teaching assistants respond to scenarios suggesting academic dishonesty …"
42,Characterizing STEM Education in Latin America: A Literature Review on Active Learning and Competencies,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:p2g8aNsByqUC,"STEM (Science, Technology, Engineering, and Mathematics) is an interdisciplinary educational approach developed by the US National Science Foundation to foster research, innovation, and learning. By integrating these fields, STEM education aims to develop theoretical understanding and practical application in real-world contexts. Despite its widespread adoption in developed countries, some initiatives lack a true STEM focus. In Latin America, STEM adoption is increasing, but challenges persist, including confusion between technology and computer science and limited engineering content in curricula. A specific concern is the declining interest in engineering disciplines, particularly in Colombia. This research examines STEM experiences in educational institutions through a literature review of 31 publications from 2018, focusing on Colombian and Latin American engineering institutions. Of these, five are based on practical educational experiences, while 26 are research-based studies. The types of studies reviewed include interventions, diagnoses, and social studies related to STEM education. The analysis shows a notable increase in STEM-related publications, especially during and after the COVID-19 pandemic, with most studies focusing on secondary and primary education. These findings reflect the growing momentum of STEM in educational settings across Latin America. The research categorizes the key findings from the reviewed publications into five primary dimensions: active learning methodology, competence development, individual conditions, context, and the teacher’s role. Active learning methodologies such as inquiry …"
43,Collaborative Research: CUE-T: Hidden Curricula-Addressing Unseen Challenges within Computer Science Education,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:Tiz5es2fbqcC,"Georgia Institute of Technology, Purdue University, and Arizona State University will explore the hidden curricula in Computer Science (CS) education, referring to the knowledge, skills, and experiences students need to gain outside formal learning environments. This Computing for Undergraduate Education Transformation project aims to understand how hidden curricula impact students' well-being and success, particularly among underrepresented and first-generation students. By characterizing students' mental well-being as they navigate both formal and hidden curricula, we will develop learner-centered solutions to support their understanding of computing concepts and their gain of skills. The significance of this project lies in its potential to make CS education more inclusive and accessible. Our findings will benefit society by understanding and improving the educational experiences of underrepresented and …"
44,Active Learning at Large-Scale: Using Video Tutorials to Learn by Teaching,0,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:EUQCXRtRnyEC,"In an era where digital platforms like TikTok and Instagram redefine interaction, integrating active learning in large-scale computer science (CS) courses presents both a unique challenge and opportunity. This lightning talk intends to discuss a two-step strategy piloted within a second-year large-scale (i.e., over 500 students) introductory course to software engineering at a Southeast North American university. First, we tasked CS students to create a video tutorial as their midterm exam deliverable. The exam consisted of four questions: three open-ended questions for concepts on software engineering and one diagramming question that had them transform a descriptive context into a UML domain model diagram. Next, students took part in a double-masked peer review process that had them evaluate their peers' deliverables and explanations. Overall, we intended to assess students' understanding of software …"
45,Virtual Humans Co-Design and the Effect of Designers' Legacy in the Promotion of Mental Health Conversations,0,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:NhqRSupF_l8C,Description not available
46,Aplicación didáctica para la programación y el autoaprendizaje algorítmico: un enfoque didáctico con la robótica móvil como contexto pedagógico,0,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:g5m5HwL7SMYC,"Uno de los principales desafíos relacionados con la enseñanza algorítmica y de programación con estudiantes novatos, es enfocar su proceso en la adquisición de conceptos y el desarrollo de habilidades de resolución de problemas en programación, sin perder tiempo superando curvas de aprendizaje orientadas a la sintaxis de lenguajes específicos. La aplicación aquí explicada se propone como una tecnología instruccional que, aprovechando las ventajas de la Programación Visual Blocks, a través de escenarios de robótica móvil virtual y remota, busca dar mecanismos lúdicos y amigables para la programación y el autoaprendizaje algorítmico. Este artículo presenta el diseño y enfoque pedagógico de la herramienta, evaluado a través de un enfoque de Experiencia de Usuario con estudiantes de secundaria en el contexto educativo colombiano."
47,Improving Functional Programming Understanding through Student-Created Instructional Videos.,0,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:b0M2c_1WBrUC,Description not available
48,GALILEO: A georeferenced system proposed for emergency services’ population control,0,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:lSLTfruPkqcC,"Introducción La saturación y sobrepoblación en los centros de urgencias es un problema que se presenta a nivel global y, aunque se ha abordado desde diferentes disciplinas y perspectivas, todavía afecta a ciudadanos que están sujetos a largas listas de espera para ser atendidos. Objetivo Este trabajo describe el diseño, desarrollo y la primera validación de un sistema georreferenciado, social y centrado en el usuario: Web y Móvil; orientado a informar y capacitar a ciudadanos de Bogotá, Colombia, sobre el estado de la población de los servicios de emergencia que se encuentran en la ciudad. Materiales y Método En este documento se presenta la arquitectura, el diseño y las características del sistema GALILEO, en conjunto con los resultados obtenidos en una primera validación realizada con ciudadanos de Bogotá, para captar la aceptación y el impacto percibido de este tipo de soluciones en el contexto para el que se propone el sistema. Resultados y Discusión Aunque GALILEO todavía no ha sido implementado masivamente en el contexto para el que se propone, los resultados aquí obtenidos permiten explorar cómo las Tecnologías de Información y Comunicaciones (TIC) pueden ser propuestas para dar solución a problemas sociales complejos, considerando en particular el rol del ciudadano como fuente y receptor de información."
49,DStBlocks: Visual Programming for Data Structures,0,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:hqOjcs7Dif8C,"The Data Structures course is common in Systems Engineering and Computer Science programs, providing a fundamental basis for professional training in these disciplines. This course presents a great pedagogical challenge, due to the high complexity in the algorithms studied and the levels of abstraction that it requires. Considering that the traditional pedagogical approach is sometimes not adequate to ease understanding of the structures covered in the course, we propose the development of DStBlocks as a playful and visual tool for the design and programming of data structures. Through this document we emphasize the context to be intervened and the problem to be solved, indicating the progress corresponding to the project. At the end we present the work which will be held in a near future, indicating how we are going to measure learning variables according to the project's objectives."
50,BOCHICA: Educational technologies for water care,0,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:UebtZRa9Y70C,"This research project presents how the use of information technologies (IT) enhance learning variables for water care purposes in the province of Tequendama, Colombia. To achieve this goal, as part of Ingenieros Sin Fronteras (Colombia), we propose and develop two interactive technology solutions for the community, deploying them through the Casa Museo Tequendama (Tequendama, Colombia) foundation: a web video game and an augmented reality (AR) guided tour. Through this document, we present the context and problem to be solved, share the project's progress, what has been done and what is expected to be done in a near future."
