Rank,Title,Citations,Year,URL,Description
33,DiSECt: A Differentiable Simulation Engine for Autonomous Robotic Cutting,130,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:IRz6iEL74y4C,"Robotic cutting of soft materials is critical for applications such as food processing, household automation, and surgical manipulation. As in other areas of robotics, simulators can facilitate controller verification, policy learning, and dataset generation. Moreover, differentiable simulators can enable gradient-based optimization, which is invaluable for calibrating simulation parameters and optimizing controllers. In this work, we present DiSECt: the first differentiable simulator for cutting soft materials. The simulator augments the finite element method (FEM) with a continuous contact model based on signed distance fields (SDF), as well as a continuous damage model that inserts springs on opposite sides of the cutting plane and allows them to weaken until zero stiffness, enabling crack formation. Through various experiments, we evaluate the performance of the simulator. We first show that the simulator can be calibrated to match resultant forces and deformation fields from a state-of-the-art commercial solver and real-world cutting datasets, with generality across cutting velocities and object instances. We then show that Bayesian inference can be performed efficiently by leveraging the differentiability of the simulator, estimating posteriors over hundreds of parameters in a fraction of the time of derivative-free methods. Finally, we illustrate that control parameters in the simulation can be optimized to minimize cutting forces via lateral slicing motions. We publish videos and additional results on our project website at https://diff-cutting-sim.github.io."
34,Scaling Robot Supervision to Hundreds of Hours with RoboTurk: Robotic Manipulation Dataset through Human Reasoning and Dexterity,126,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:ipzZ9siozwsC,"Large, richly annotated datasets have accelerated progress in fields such as computer vision and natural language processing, but replicating these successes in robotics has been challenging. While prior data collection methodologies such as self-supervision have resulted in large datasets, the data can have poor signal-to-noise ratio. By contrast, previous efforts to collect task demonstrations with humans provide better quality data, but they cannot reach the same data magnitude. Furthermore, neither approach places guarantees on the diversity of the data collected, in terms of solution strategies. In this work, we leverage and extend the RoboTurk platform to scale up data collection for robotic manipulation using remote teleoperation. The primary motivation for our platform is two-fold: (1) to address the shortcomings of prior work and increase the total quantity of manipulation data collected through human …"
35,Curriculum By Smoothing,125,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:XoXfffV-tXoC,"Convolutional Neural Networks (CNNs) have shown impressive performance in computer vision tasks such as image classification, detection, and segmentation. Moreover, recent work in Generative Adversarial Networks (GANs) has highlighted the importance of learning by progressively increasing the difficulty of a learning task Kerras et al. When learning a network from scratch, the information propagated within the network during the earlier stages of training can contain distortion artifacts due to noise which can be detrimental to training. In this paper, we propose an elegant curriculum-based scheme that smoothes the feature embedding of a CNN using anti-aliasing or low-pass filters. We propose to augment the training of CNNs by controlling the amount of high frequency information propagated within the CNNs as training progresses, by convolving the output of a CNN feature map of each layer with a Gaussian kernel. By decreasing the variance of the Gaussian kernel, we gradually increase the amount of high-frequency information available within the network for inference. As the amount of information in the feature maps increases during training, the network is able to progressively learn better representations of the data. Our proposed augmented training scheme significantly improves the performance of CNNs on various vision tasks without either adding additional trainable parameters or an auxiliary regularization objective. The generality of our method is demonstrated through empirical performance gains in CNN architectures across four different tasks: transfer learning, cross-task transfer learning, and generative models."
36,Dynamics Randomization Revisited: A Case Study for Quadrupedal Locomotion,117,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:ruyezt5ZtCIC,"Understanding the gap between simulation and reality is critical for reinforcement learning with legged robots, which are largely trained in simulation. However, recent work has resulted in sometimes conflicting conclusions with regard to which factors are important for success, including the role of dynamics randomization. In this paper, we aim to provide clarity and understanding on the role of dynamics randomization in learning robust locomotion policies for the Laikago quadruped robot. Surprisingly, in contrast to prior work with the same robot model, we find that direct sim-to-real transfer is possible without dynamics randomization or on-robot adaptation schemes. We conduct extensive ablation studies in a sim-to-sim setting to understand the key issues underlying successful policy transfer, including other design decisions that can impact policy robustness. We further ground our conclusions via sim-to-real …"
37,Finding “It”: Weakly-Supervised Reference-Aware Visual Grounding in Instructional Videos,114,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:tKAzc9rXhukC,"Grounding textual phrases in visual content with standalone image-sentence pairs is a challenging task. When we consider grounding in instructional videos, this problem becomes profoundly more complex: the latent temporal structure of instructional videos breaks independence assumptions and necessitates contextual understanding for resolving ambiguous visual-linguistic cues. Furthermore, dense annotations and video data scale mean supervised approaches are prohibitively costly. In this work, we propose to tackle this new task with a weakly-supervised framework for reference-aware visual grounding in instructional videos, where only the temporal alignment between the transcription and the video segment are available for supervision. We introduce the visually grounded action graph, a structured representation capturing the latent dependency between grounding and references in video. For optimization, we propose a new reference-aware multiple instance learning (RA-MIL) objective for weak supervision of grounding in videos. We evaluate our approach over unconstrained videos from YouCookII and RoboWatch, augmented with new reference-grounding test set annotations. We demonstrate that our jointly optimized, reference-aware approach simultaneously improves visual grounding, reference-resolution, and generalization to unseen instructional video categories."
38,A Single-Use Haptic Palpation Probe for Locating Subcutaneous Blood Vessels in Robot-Assisted Minimally Invasive Surgery,113,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:fQNAKQ3IYiAC,"We present the design and evaluation of a novel low-cost palpation probe for Robot assisted Minimally Invasive Surgery (RMIS) for localizing subcutaneous blood vessels. It measures probe tip deflection using a Hall Effect sensor as the spherical tip is moved tangentially across a surface under automated control. The probe is intended to be single-use and disposable, built from 3D printed parts and commercially available electronics. The prototype has a cross-section of less than 15mm×10mm and fits on the end of an 8mm diameter needle driver in the Intuitive Surgical da Vinci® Research Kit (dVRK). We report experiments for quasi-static sliding palpation with silicone based tissue phantoms with embedded cylinders as subcutaneous blood vessel phantoms. We analyzed signal-to-noise ratios with multiple diameters of silicone cylinders (1.58-4.75 mm) at varying subcutaneous depths (1-5 mm) with a range of …"
39,Controlling assistive robots with learned latent actions,107,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:Z5m8FVwuT1cC,"Assistive robotic arms enable users with physical disabilities to perform everyday tasks without relying on a caregiver. Unfortunately, the very dexterity that makes these arms useful also makes them challenging to teleoperate: the robot has more degrees-of-freedom than the human can directly coordinate with a handheld joystick. Our insight is that we can make assistive robots easier for humans to control by leveraging latent actions. Latent actions provide a lowdimensional embedding of high-dimensional robot behavior: for example, one latent dimension might guide the assistive arm along a pouring motion. In this paper, we design a teleoperation algorithm for assistive robots that learns latent actions from task demonstrations. We formulate the controllability, consistency, and scaling properties that user-friendly latent actions should have, and evaluate how different lowdimensional embeddings capture these …"
40,Learning by Watching: Physical Imitation of Manipulation Skills from Human Videos,103,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:PVjk1bu6vJQC,"Learning from visual data opens the potential to accrue a large range of manipulation behaviors by leveraging human demonstrations without specifying each of them mathe-matically, but rather through natural task specification. In this paper, we present Learning by Watching (LbW), an algorithmic framework for policy learning through imitation from a single video specifying the task. The key insights of our method are two-fold. First, since the human arms may not have the same morphology as robot arms, our framework learns unsupervised human to robot translation to overcome the morphology mis-match issue. Second, to capture the details in salient regions that are crucial for learning state representations, our model performs unsupervised keypoint detection on the translated robot videos. The detected keypoints form a structured representation that contains semantically meaningful information and can be used …"
41,Transferring dexterous manipulation from gpu simulation to a remote real-world trifinger,101,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:fFSKOagxvKUC,"In-hand manipulation of objects is an important capability to enable robots to carry-out tasks which demand high levels of dexterity. This work presents a robot systems approach to learning dexterous manipulation tasks involving moving objects to arbitrary 6-DoF poses. We show empirical benefits, both in simulation and sim - to- real transfer, of using keypoint-based representations for object pose in policy observations and reward calculation to train a model-free reinforcement learning agent. By utilizing domain randomization strategies and large-scale training, we achieve a high success rate of 83 % on a real TriFinger system, with a single policy able to perform grasping, ungrasping, and finger gaiting in order to achieve arbitrary poses within the workspace. We demonstrate that our policy can generalise to unseen objects, and success rates can be further improved through finetuning. With the aim of assisting …"
42,TSC-DL: Unsupervised Trajectory Segmentation of Multi-Modal Surgical Demonstrations with Deep Learning,101,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:q3oQSFYPqjQC,"The growth of robot-assisted minimally invasive surgery has led to sizable datasets of fixed-camera video and kinematic recordings of surgical subtasks. Segmentation of these trajectories into locally-similar contiguous sections can facilitate learning from demonstrations, skill assessment, and salvaging good segments from otherwise inconsistent demonstrations. Manual, or supervised, segmentation can be prone to error and impractical for large datasets. We present Transition State Clustering with Deep Learning (TSC-DL), a new unsupervised algorithm that leverages video and kinematic data for task-level segmentation, and finds regions of the visual feature space that correlate with transition events using features constructed from layers of pre-trained image classification Deep Convolutional Neural Networks (CNNs). We report results on three datasets comparing Deep Learning architectures (AlexNet and VGG …"
43,"Evaluation of PC‐ISO for customized, 3D printed, gynecologic HDR brachytherapy applicators",99,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:geHnlv5EZngC,"The purpose of this study was to evaluate the radiation attenuation properties of PC‐ISO, a commercially available, biocompatible, sterilizable 3D printing material, and its suitability for customized, single‐use gynecologic (GYN) brachytherapy applicators that have the potential for accurate guiding of seeds through linear and curved internal channels. A custom radiochromic film dosimetry apparatus was 3D‐printed in PC‐ISO with a single catheter channel and a slit to hold a film segment. The apparatus was designed specifically to test geometry pertinent for use of this material in a clinical setting. A brachytherapy dose plan was computed to deliver a cylindrical dose distribution to the film. The dose plan used an source and was normalized to 1500 cGy at 1 cm from the channel. The material was evaluated by comparing the film exposure to an identical test done in water. The Hounsfield unit (HU) distributions were …"
44,Grasp'D: Differentiable Contact-rich Grasp Synthesis for Multi-fingered Hands,98,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:otzGkya1bYkC,"The study of hand-object interaction requires generating viable grasp poses for high-dimensional multi-finger models, often relying on analytic grasp synthesis which tends to produce brittle and unnatural results. This paper presents Grasp’D, an approach to grasp synthesis by differentiable contact simulation that can work with both known models and visual inputs. We use gradient-based methods as an alternative to sampling-based grasp synthesis, which fails without simplifying assumptions, such as pre-specified contact locations and eigengrasps. Such assumptions limit grasp discovery and, in particular, exclude high-contact power grasps. In contrast, our simulation-based approach allows for stable, efficient, physically realistic, high-contact grasp synthesis, even for gripper morphologies with high-degrees of freedom. We identify and address challenges in making grasp simulation amenable to gradient-based …"
45,Learning Latent Actions to Control Assistive Robots,97,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:yFnVuubrUp4C,"Assistive robot arms enable people with disabilities to conduct everyday tasks on their own. These arms are dexterous and high-dimensional; however, the interfaces people must use to control their robots are low-dimensional. Consider teleoperating a 7-DoF robot arm with a 2-DoF joystick. The robot is helping you eat dinner, and currently you want to cut a piece of tofu. Today’s robots assume a pre-defined mapping between joystick inputs and robot actions: in one mode the joystick controls the robot’s motion in the x–y plane, in another mode the joystick controls the robot’s z–yaw motion, and so on. But this mapping misses out on the task you are trying to perform! Ideally, one joystick axis should control how the robot stabs the tofu, and the other axis should control different cutting motions. Our insight is that we can achieve intuitive, user-friendly control of assistive robots by embedding the robot’s high-dimensional …"
46,D2RL: Deep dense architectures in reinforcement learning,97,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:foquWX3nUaYC,"While improvements in deep learning architectures have played a crucial role in improving the state of supervised and unsupervised learning in computer vision and natural language processing, neural network architecture choices for reinforcement learning remain relatively under-explored. We take inspiration from successful architectural choices in computer vision and generative modelling, and investigate the use of deeper networks and dense connections for reinforcement learning on a variety of simulated robotic learning benchmark environments. Our findings reveal that current methods benefit significantly from dense connections and deeper networks, across a suite of manipulation and locomotion tasks, for both proprioceptive and image-based observations. We hope that our results can serve as a strong baseline and further motivate future research into neural network architectures for reinforcement learning. The project website with code is at this link https://sites.google.com/view/d2rl/home."
47,Tumor localization using automated palpation with gaussian process adaptive sampling,97,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:5ugPr518TE4C,"In surgical tumor removal, inaccurate localization can lead to removal of excessive healthy tissue and failure to completely remove cancerous tissue. Automated palpation with a tactile sensor has the potential to precisely estimate the geometry of embedded tumors during robot-assisted minimally invasive surgery (RMIS). We formulate tumor boundary localization as a Bayesian optimization model along implicit curves over estimated tissue stiffness. We propose a Gaussian Process Adaptive Sampling algorithm called Implicit Level Set Upper Confidence Bound (ILS-UCB), that prioritizes sampling near a level set of the estimate. We compare the ILS-UCB algorithm to two alternative palpation algorithms: (1) Expected Variance Reduction (EVR), which emphasizes exploration by minimizing variance, and (2) Upper Confidence Bound (UCB), which balances exploration with exploitation using only the estimated mean …"
48,GLIDE: Generalizable quadrupedal locomotion in diverse environments with a centroidal model,96,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:9pM33mqn1YgC,"Model-free reinforcement learning (RL) for legged locomotion commonly relies on a physics simulator that can accurately predict the behaviors of every degree of freedom of the robot. In contrast, approximate reduced-order models are commonly used for many model predictive control strategies. In this work we abandon the conventional use of high-fidelity dynamics models in RL and we instead seek to understand what can be achieved when using RL with a much simpler centroidal model when applied to quadrupedal locomotion. We show that RL-based control of the accelerations of a centroidal model is surprisingly effective, when combined with a quadratic program to realize the commanded actions via ground contact forces. It allows for a simple reward structure, reduced computational costs, and robust sim-to-real transfer. We show the generality of the method by demonstrating flat-terrain gaits, stepping …"
49,Seeing Glass: Joint Point-Cloud and Depth Completion for Transparent Objects,93,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:a3BOlSfXSfwC,"The basis of many object manipulation algorithms is RGB-D input. Yet, commodity RGB-D sensors can only provide distorted depth maps for a wide range of transparent objects due light refraction and absorption. To tackle the perception challenges posed by transparent objects, we propose TranspareNet, a joint point cloud and depth completion method, with the ability to complete the depth of transparent objects in cluttered and complex scenes, even with partially filled fluid contents within the vessels. To address the shortcomings of existing transparent object data collection schemes in literature, we also propose an automated dataset creation workflow that consists of robot-controlled image collection and vision-based automatic annotation. Through this automated workflow, we created Toronto Transparent Objects Depth Dataset (TODD), which consists of nearly 15000 RGB-D images. Our experimental evaluation demonstrates that TranspareNet outperforms existing state-of-the-art depth completion methods on multiple datasets, including ClearGrasp, and that it also handles cluttered scenes when trained on TODD. Code and dataset will be released at https://www.pair.toronto.edu/TranspareNet/"
50,"Learning a Contact-Adaptive Controller for Robust, Efficient Legged Locomotion",93,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zp8V7ZMAAAAJ&pagesize=50&citation_for_view=zp8V7ZMAAAAJ:HbR8gkJAVGIC,"We present a hierarchical framework that combines model-based control and reinforcement learning (RL) to synthesize robust controllers for a quadruped (the Unitree Laikago). The system consists of a high-level controller that learns to choose from a set of primitives in response to changes in the environment and a low-level controller that utilizes an established control method to robustly execute the primitives. Our framework learns a controller that can adapt to challenging environmental changes on the fly, including novel scenarios not seen during training. The learned controller is up to 85 percent more energy efficient and is more robust compared to baseline methods. We also deploy the controller on a physical robot without any randomization or adaptation scheme."
