Rank,Title,Citations,Year,URL,Description
37,"Ready, set, art: Technology needs and tools for remote K-2 art education",4,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:q3CdL3IzO_QC,"Art education plays a central role in early childhood development, and museum outreach programs can significantly enhance art education experiences for K-2 learners in schools. Increased demand for remote learning environments where students and teachers are not co-located has forced educational contexts to adopt technology-mediated learning. However, little research has investigated how technology can integrate museum content into fully remote, K-2 school art education. We elicited design requirements for K-2 art education platforms in a needs assessment study through surveys (N = 22) and interviews (N = 4) with educators. We created a typology of existing platforms, which we evaluated against these requirements. We identified a key unmet need for students to receive feedback on their fine motor skills, and, in response, we created a prototype system with interactive scissors called Chameleon …"
38,Serving the needs of the Latina community for health information,4,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:p__nRnzSRKYC,"Latinos remain the largest US population with limited health literacy (Andrulis DP & Brach, 2007). Concerned with how local media can meet the information needs of underserved audiences, we interviewed Latinas who were pregnant or mothers of young children living in a Spanish speaking community, and surveyed 33 local health professionals. Findings are that Latina women’s most common source of health information was family and friends. They said they tune to Spanish television and radio programs, but gave low grades to news media for health information. Medical professionals agreed that Latinas generally get their health information through friends and family, and rated the media poorly in terms of serving Latinas’ needs. Since the data indicate that the local news media are not serving Latinas’ health information needs as much as they could, we offer recommendations to potentially exploit new technological affordances and suggest expansion of conventional definitions of health literacy."
39,Synergistic scaffolding of technologically-enhanced STEM learning in informal institutions,4,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:Mojj43d5GZwC,"Scaffolding is often strongly associated with the structure of classroom educational software (Quintana et al., 2004), despite originally not involving classrooms or technology (Wood et al., 2007). Tabak argued that scaffolding can be productively distributed across a learning environment's varied educational resources, proposing a ""synergistic scaffolding"" design pattern: ""different supports that augment each other; they interact and work in concert to guide a single performance of a task or goal"" (Tabak, 2004). This symposium argues that synergistic scaffolding is particularly apt for informal learning environments like museums, where visitors draw on a diverse array of technological, social, and physical resources while learning. Examples spanning collaborative data exploration, multi-context inquiry learning, mixed-reality simulations, and augmented reality exhibits are presented. Each details the educational resources either intentionally designed into the environments or appropriated by visitors as they learn. These examples highlight how designers can enhance informal learning by looking for potential synergies."
40,Theoretical Foundations: Embodiment,3,2026,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:PoWvk5oyLR8C,"The previous chapter introduced Human-Data Interaction (HDI) as a way to leverage our deeply ingrained mental patterns for more intuitive and meaningful data exploration. But how do we tap into these fundamental patterns of understanding? This chapter provides the essential theoretical foundations for understanding, designing, and assessing HDI systems. Grounded in sociocultural theories of cognition and learning, HDI leverages the connection between our physical bodies and our cognitive processes."
41,Iterative Design of Auditory Displays involving Data Sonifications and Authentic Ocean Data,3,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:_5tno0g5mFcC,"The “Accessible Oceans” pilot project aims to inclusively design auditory displays that support perception and understanding of ocean data in informal learning environments (ILEs). The project’s multi-disciplinary team includes expertise from all related fields — ocean scientists, dataset experts, a sound designer with specialization in data sonification, and a learning sciences researcher. In addition, the PI is blind and provides a crucial perspective in our research. We describe the sound design of informative sonifications and respective auditory displays based on iterative design with user input at each stage, including from blind and low-vision (BLV) students, their teachers, and subject-matter experts. We discuss the importance of framing data sonifications through an auditory presentation of contextual information. We also report on our latest auditory display evaluation using Auditory Interface UX Scale (BUZZ) surveys at three ILE test sites. These responses further affirm our auditory display design developments. We include access to the auditory displays media and lessons learned over the course of this multi-year NSF-funded Advancing Informal Stem Learning (AISL) grant https://accessibleoceans.whoi.edu/"
42,"The deconstruction of volcanic risk, case study: Galeras, Colombia",3,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:5qfkUJPXOUwC,"History has shown that the combination of active volcanism and human populations can lead to devastating consequences, which at their most extreme have resulted in the collapse of entire societies. However these losses have not only been attributed to the impact of volcanic hazards but also the management strategies put in place to try to mitigate them, criticised for the detrimental long-term socio-economic impacts they have had on communities involved. General risk management theory argues that the failure of risk management strategies can be in part due to the poor risk assessment methodologies used to inform decision-making. ‘Insufficient’ or ‘inaccurate’ data is often attributed to disciplinary biases, a weakness in methodological tools and a focus on top down prescriptive approaches lacking in participation from those living with the risks in question. This thesis, acknowledging these broader debates, examines whether the way in which volcanic risk is assessed is fully representative of the complexities of the relationship between society and volcanoes. Using an empirical study of communities living on the Galeras volcano in Colombia, it compares the public experience of risk with the way in which it is interpreted and measured within Volcanology. Results of the study show that whilst previous volcanic risk assessments have been strong in their ability to capture data on volcanic hazards, assessment methods have been significantly weaker in their ability to address the threat of other non-volcanic hazards, social vulnerability and the social, economic and cultural value of the volcano environment. This thesis argues that a more …"
43,Harnessing motion-sensing technologies to engage visitors with digital data,3,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:sSrBHYA8nusC,"Data is an increasingly important part of how we understand the world around us, but making abstract and complex data sets accessible to museum visitors can pose a significant challenge. The CoCensus exhibit, installed at the New York Hall of Science, seeks to engage visitors in exploring mapped census data and encourage reasoning about the spatial, temporal, and quantitative properties of the data set through a customizable, interactive multiuser exhibit. This paper discusses two major design challenges in creating this novel exhibit, which utilizes embodied interaction to let visitors use their body movements to “play” with digital representations of data in a collaborative learning space. The first challenge was providing an"" entry point"" to engage visitors with the abstract data set, which was accomplished by allowing visitors to select personally relevant subsets of the census data and dynamically control how those subsets were displayed. Using motion-sensing technologies to situate this control in multiple users’ bodies through movements and gestures addressed the second challenge of engaging multiple participants, who were now able to coordinate their actions to jointly explore their data. This paper will discuss design iterations of CoCensus to describe how motion-sensing technologies have been harnessed to transform the floor space of an exhibit into an interactive timeline, demonstrating that museums can play a role in helping visitors develop data-reasoning skills, playfully and collaboratively."
44,Keeping It Real: A Historical Look at Reality TV,3,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:M7yex6snE4oC,"In the summer of 2000 CBS launched a wilderness and competition reality show called “Survivor.” The show became a monster hit with more than fifty million viewers watching the finale, ratings only second to Super Bowl. That summer and that show forever changed many aspects of the television industry. Reality TV had been around for years, but with “Survivor” it began a period of lightening fast development, growth, and influence. During the past decade, many different reality shows have emerged and this research categorizes those shows into four sub-genres that it is argued all reality shows during this time could fit into. Those genres, and the hybrids of them that are still emerging, will play a huge part in how television in the future is created, financed, and produced. In addition, reality TV and all its genres have expanded what is considered acceptable as scripted and unscripted broadcast content in less than …"
45,Spatio-temporal movement of livestock in relation to decreasing pasture biomass.,3,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:Y5dfb0dijaUC,"The use of spatio-temporal livestock monitoring to investigate animal behaviour in relation to available biomass has the potential to improve pasture utilisation in rotational grazing systems. The aim of this study was to examine if movement metrics derived from GPS monitoring could identify variations in animal behaviour in response to decreasing pasture availability. GPS tracking collars were deployed on six cattle grazing for 46 days and data analysed to determine grazing time and spatial variation in utilisation. Unexpectedly, grazing time did not seem to be affected by decreasing pasture biomass. However, spatial utilisation of the paddock appeared to increase as biomass decreased."
46,Exploring AI intervention points in high-school engineering education: a research through co-design approach,2,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:4vMrXwiscB8C,"Purpose Challenges in teaching the engineering design process (EDP) at the high-school level, such as promoting good documentation practices, are well-documented. While developments in educational artificial intelligence (AI) systems have the potential to assist in addressing these challenges, the open-ended nature of the EDP leads to challenges that often lack the specificity required for actionable AI development. In addition, conventional educational AI systems (e.g. intelligent tutoring systems) primarily target procedural domain tasks with well-defined outcomes and problem-solving strategies, while the EDP involves open-ended problems and multiple correct solutions, making AI intervention timing and appropriateness complex. Design/methodology/approach Authors conducted a six-week-long Research through Co-Design (RtCD) process (i.e. a co-design process rooted …"
47,Skills and dispositions for pfl: Promoting data literacy for middle school students in a summer camp,2,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:DJbcl8HfkQkC,"We designed a two-week summer camp to support Preparation for Future Learning (PFL) in data literacy by fostering both skills and dispositions. Middle schoolers create data visualization stories to address community-related issues they identified. Analysis showed growth in data visualization skills, self-efficacy, and recognition of data visualization’s value. We observed frequent student decision-making, suggesting agency as a key factor. This work prompts future studies on activating agency support PFL for data literacy."
48,Problem-solving or Solved Problems: Constricting design challenges in high-school engineering education to avoid (disruptive) failures,2,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:Ri6SYOTghG4C,"We investigate how high-school engineering teachers anticipate and deal with disruptive and productive failures in students’ design challenges. This study involved a six-week participatory design process with two teachers, revealing that teachers often make design challenges too prescriptive in order to prevent disruptive failures, which can hinder opportunities for productive failures. We discuss the implications of failure mitigation and suggest opportunities to better support teachers, including the design of an intelligent system."
49,Examining hard and soft skill prioritization in high school engineering education,2,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:YohjEiUPhakC,"In high school engineering education teachers face a significant pedagogical load, trying to integrate different dimensions of ‘hard’and ‘soft’skills alongside codified educational standards in their teaching. Artificial intelligence systems may have promise to relieve some load for teachers, but care must be taken to design these systems to support, not hinder, teachers’ own pedagogical priorities. Towards designing an AI system for engineering education classrooms, we conducted a semi-structured interview study (N= 5) with high school engineering teachers to elicit their pedagogical practices around the engineering design process (EDP). Here we investigate how teachers prioritize ‘hard’and ‘soft’skills for their students in engineering design projects and explore the implications of supporting these skills via an intelligent system."
50,Chameleon Clippers: A Tool for Developing Fine Motor Skills in Remote Education Settings,2,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:edDO8Oi4QzsC,"Art education plays a significant role in K-2 learners’ physical and cognitive development. However, teachers struggle to translate in-person activities to remote settings and to give necessary feedback to help learners develop fine motor skills. Previous research shows the benefits of tangible technology and real-time system feedback for supporting teachers and students in digital environments, but little research explores their affordances for remote art education. We developed Chameleon Clippers: interactive scissors that give real-time feedback to learners as they cut along a line. In preliminary tests, learners felt engaged and responded to feedback, enjoying their experience. Our low-cost design augments existing classroom artefacts and practices, supporting classroom integration. Testing also revealed directions for future study, including the frequency of feedback and assimilation into a broader, art education platform. Through our study, we demonstrate the potential for tangible technology to create more interactive, engaging, and supportive remote K-2 learning experiences."
