Rank,Title,Citations,Year,URL,Description
40,Flexible conflict detection and management in collaborative applications,127,1997,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:Se3iqnhoufwC,"This paper presents a comprehensive model for dealing with semantic conflicts in applications, and the implementation of this model in a toolkit for collaborative systems. Conflicts are defined purely through application semantics-the set of behaviors supported by the applications-and yet can be detected and managed by the infrastmcture with minimal application code. This work describes a number of novel techniques for managing conflicts, both in the area of resolution policies and user interfaces for presenting standing conflicts in application data."
41,A Brief Introduction to Usable Security,126,2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:eq2jaN3J8jMC,"Researchers have studied usable computer security for more than 20 years, and developers have created numerous security interfaces. Here, the authors examine research in this space, starting with a historical look at papers that address two consistent problems: user authentication and email encryption. Drawing from successes and failures within these areas, they study several security systems to determine how important design is to usable security. Their discussion offers guidelines for future system design."
42,"LiquidText: a flexible, multitouch environment to support active reading",117,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:CHSYGLWDkRkC,"Active reading, involving acts such as highlighting, writing notes, etc., is an important part of knowledge workers' activities. Most computer-based active reading support seeks to replicate the affordances of paper, but paper has limitations, being in many ways inflexible. In this paper we introduce LiquidText, a computer-based active reading system that takes a fundamentally different approach, offering a flexible, fluid document representation built on multitouch input, with a range of interaction techniques designed to facilitate the activities of active reading. We report here on our design for LiquidText, its interactions and gesture vocabulary, and our design process, including formative user evaluations which helped shape the final system."
43,Tensions in scaling-up community social media: a multi-neighborhood study of nextdoor,116,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:FPJr55Dyh1AC,"This paper presents a study of Nextdoor, a social media system designed to support local neighborhoods. While not the first system designed to support community engagement, Nextdoor has a number of attributes that make it distinct. Our study, across three communities in a major U.S. city, illustrates that Nextdoor inhabits an already-rich ecosystem of community-oriented social media, but is being appropriated by its users for use in different ways than these existing media. Nextdoor also raises tensions in how it defines the boundaries of neighborhoods, and in the privacy issues it raises among its users."
44,Publics in practice: Ubiquitous computing at a shelter for homeless mothers,115,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:dfsIfKJdRG4C,"Today, commodity technologies like mobile phones - once symbols of status and wealth - have become deeply woven into social and economic participation in Western society. Despite the pervasiveness of these technologies, there remain groups who may not have extensive access to them but who are nonetheless deeply affected by their presence in everyday life. In light of this, we designed, built, and deployed a ubiquitous computing system for one such overlooked group: the staff and residents at a shelter for homeless mothers. Our system connects mobile phones, a shared display, and a Web application to help staff and residents stay connected. We report on the adoption and use of this system over the course of a 30 week deployment, discussing the substantial impact our system had on shelter life and the broader implications for such socio-technical systems that sit at the juncture of social action and …"
45,The infrastructure problem in HCI,112,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:M05iB0D1s5AC,"HCI endeavors to create human-centered computer systems, but underlying technological infrastructures often stymie these efforts. We outline three specific classes of user experience difficulties caused by underlying technical infrastructures, which we term constrained possibilities, unmediated interaction, and interjected abstractions. We explore how prior approaches in HCI have addressed these issues, and discuss new approaches that will be required for future progress. We argue that the HCI community must become more deeply involved with the creation of technical infrastructures. Doing so, however, requires a substantial expansion to the methodological toolbox of HCI."
46,"The view from the trenches: Organization, power, and technology at two nonprofit homeless outreach centers",110,2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:_Qo2XoVZTnwC,"Nonprofit social service organizations provide the backbone of social support infrastructure in the U.S. and around the world. As the ecology of information exchange moves evermore digital, nonprofit organizations with limited resources and expertise struggle to keep pace. We present a qualitative investigation of two nonprofit outreach centers providing service to the homeless in a U.S. metropolitan city. Despite similar goals shared by these organizations, apparent differences in levels of computerization, volunteerism, and organizational structure demonstrate the challenges in attempting to adopt technology systems when resources and technical expertise are highly constrained."
47,"Active reading and its discontents: the situations, problems and ideas of readers",106,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:u9iWguZQMMsC,"The increasing popularity of personal reading devices raises the question of how best to support so-called active reading, which involves acts like annotation, note taking, etc. Prior research addressed this question by observing the active reading process, and identifying disparities between computers and paper as a reading medium. We extend this research by 1) investigating the problems that readers experience in their real world tasks, 2) inquiring about their requirements for an ideal reading technology, and 3) updating earlier studies of naturalistic reading behavior, which are several years old now. We present here the results of our investigation, which included a diary study, interviews, and participatory design workshops."
48,Taking the work out of workflow: mechanisms for document-centered collaboration,98,1999,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:MXK_kJrjxJIC,"There are two aspects to technical support for collaborative activity; support for content work and support for coordination. The design of CSCW systems must typically address both of these, combining them in a collaborative application. This approach, however, suffers from a variety of well-known problems, not least the compatibility between collaborative and single-user applications, working styles and practices. In this paper, we describe an alternative approach that makes coordination and collaborative functionality an aspect of the collaborative artifact rather than a collaborative application. We present an infrastructure and a series of application examples to illustrate the idea of documentcentered collaboration, in which coordination and collaboration are separated from and independent of applications."
49,System and method for providing context information,96,2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:-f6ydRqryjwC,"(51) Int. Cl.(57) ABSTRACT G06F 3/4(2006.01) G06F 5/63(2006.01) Systems and methods for enabling arbitrary components to G06F 3/00(2006.01) transfer current, contextual data between each other without (52) US Cl........................ 710/305; 709/223: 719/321; requiring prior knowledge of each other. The contextual data399/8 may include executable computer language instructions or a (58) Field of Classification Search................. 710/104, type, operating status, identity, location, administrative 710/300–304,305, 62, 63; 709/301-303, domain or environment information of the components or its 709/221, 217, 223-225, 227; 719/321, 319; users. The system includes a set of arbitrary components399/8-10, 16-19 associated with one or more universal interfaces. The one or"
50,Instrumenting home networks,95,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:35N4QoGY0k4C,"In managing and troubleshooting home networks, one of the challenges is in knowing what is actually happening. Availability of a record of events that occurred on the home network before trouble appeared would go a long way toward addressing that challenge. In this position/work-in-progress paper, we consider requirements for a general-purpose logging facility for home networks. Such a facility, if properly designed, would potentially have other uses. We describe several such uses and discuss requirements to be considered in the design of a logging platform that would be widely supported and accepted. We also report on our initial deployment of such a facility."
